cell	mt_content
mSp_rep3_373	0.003321
mSp_rep3_374	0.019123
mSp_rep3_375	0.023797
mSp_rep3_376	0.019295
mSp_rep3_377	0.043578
mSp_rep3_378	0.000000
mSp_rep3_379	0.027994
mSp_rep3_380	0.019636
mSp_rep3_381	0.007226
mSp_rep3_382	0.019633
mSp_rep3_383	0.029007
mSp_rep3_384	0.000000
