,dup_level,frac_open,frip,library_size,mapping_rate,mt_content,sequencing_depth,uniq_frags,plate,batch
mSp_rep5_169,0.943214,0.19989500000000002,0.547996,51827.0,97.67,0.00903,973428,51359.0,rep5,Sp#2 (n=2688)
mSp_rep5_170,0.940584,0.136026,0.701695,23367.0,97.28,0.023794,424469,22811.0,rep5,Sp#2 (n=2688)
mSp_rep5_171,0.945473,0.189852,0.711429,37684.0,97.55,0.019796,745680,36938.0,rep5,Sp#2 (n=2688)
mSp_rep5_172,0.9413799999999999,0.19045399999999998,0.716039,38581.0,97.67,0.011845,707262,38124.0,rep5,Sp#2 (n=2688)
mSp_rep5_173,0.940544,0.169856,0.699882,33860.0,97.29,0.005227000000000001,612917,33683.0,rep5,Sp#2 (n=2688)
mSp_rep5_174,0.938841,0.16682,0.723742,29896.0,97.8,0.012944999999999998,523423,29509.0,rep5,Sp#2 (n=2688)
mSp_rep5_175,0.943614,0.13659000000000002,0.7289,22938.0,97.38,0.013384,437085,22631.0,rep5,Sp#2 (n=2688)
mSp_rep5_176,0.940357,0.18802,0.707888,38273.0,96.9,0.009772,694241,37899.0,rep5,Sp#2 (n=2688)
mSp_rep5_177,0.9352370000000001,0.110266,0.725581,18623.0,97.48,0.035709,311990,17958.0,rep5,Sp#2 (n=2688)
mSp_rep5_178,0.93905,0.128135,0.732449,23304.0,97.5,0.020512,412038,22826.0,rep5,Sp#2 (n=2688)
mSp_rep5_179,0.9343319999999999,0.084954,0.74226,13372.0,97.58,0.058629999999999995,222945,12588.0,rep5,Sp#2 (n=2688)
mSp_rep5_180,0.9372290000000001,0.171547,0.659061,33352.0,97.52,0.020658000000000003,577072,32663.0,rep5,Sp#2 (n=2688)
mSp_rep5_181,0.939888,0.179028,0.7249899999999999,34126.0,97.29,0.023178999999999998,612164,33335.0,rep5,Sp#2 (n=2688)
mSp_rep5_182,0.940219,0.153614,0.7500899999999999,27670.0,97.53,0.030647000000000004,503601,26822.0,rep5,Sp#2 (n=2688)
mSp_rep5_183,0.941117,0.176466,0.7215010000000001,33203.0,97.7,0.024756999999999998,611262,32381.0,rep5,Sp#2 (n=2688)
mSp_rep5_184,0.9393889999999999,0.111752,0.786272,16907.0,97.91,0.035783999999999996,300517,16302.0,rep5,Sp#2 (n=2688)
mSp_rep5_185,0.9436180000000001,0.203559,0.720932,38324.0,96.05,0.006497,744385,38075.0,rep5,Sp#2 (n=2688)
mSp_rep5_186,0.936235,0.058822,0.705956,9218.0,96.36,0.094598,165701,8346.0,rep5,Sp#2 (n=2688)
mSp_rep5_187,0.9413959999999999,0.185023,0.700238,34047.0,96.78,0.006961,626998,33810.0,rep5,Sp#2 (n=2688)
mSp_rep5_188,0.938642,0.233533,0.5721310000000001,56730.0,97.05,0.009942,1000300,56166.0,rep5,Sp#2 (n=2688)
mSp_rep5_189,0.942168,0.2001,0.686592,40685.0,96.98,0.0034409999999999996,756521,40545.0,rep5,Sp#2 (n=2688)
mSp_rep5_190,0.9440139999999999,0.143596,0.6239,30787.0,97.65,0.009614,589570,30491.0,rep5,Sp#2 (n=2688)
mSp_rep5_191,0.940566,0.18595799999999998,0.731368,36269.0,97.18,0.019025,658258,35579.0,rep5,Sp#2 (n=2688)
mSp_rep5_192,0.940868,0.188686,0.683671,36108.0,96.72,0.004487,659731,35946.0,rep5,Sp#2 (n=2688)
mSp_rep5_193,0.93924,0.192632,0.7246520000000001,37587.0,97.16,0.006146,666343,37356.0,rep5,Sp#2 (n=2688)
mSp_rep5_194,0.941005,0.183908,0.734538,36186.0,97.31,0.014369999999999999,662637,35666.0,rep5,Sp#2 (n=2688)
mSp_rep5_195,0.943335,0.188225,0.690199,36559.0,96.71,0.009081,702088,36227.0,rep5,Sp#2 (n=2688)
mSp_rep5_196,0.9373600000000001,0.189942,0.6994600000000001,36679.0,97.59,0.017694,633685,36030.0,rep5,Sp#2 (n=2688)
mSp_rep5_197,0.9399559999999999,0.175608,0.721576,33097.0,97.17,0.01831,599821,32491.0,rep5,Sp#2 (n=2688)
mSp_rep5_198,0.939408,0.18246099999999998,0.726273,34929.0,97.22,0.017149,624992,34330.0,rep5,Sp#2 (n=2688)
mSp_rep5_199,0.943783,0.21084699999999998,0.703896,44069.0,97.53,0.015544,845174,43384.0,rep5,Sp#2 (n=2688)
mSp_rep5_200,0.936278,0.112533,0.756794,18618.0,97.01,0.031743,321437,18027.0,rep5,Sp#2 (n=2688)
mSp_rep5_201,0.937795,0.18376800000000001,0.720547,35353.0,97.63,0.035301,618582,34105.0,rep5,Sp#2 (n=2688)
mSp_rep5_202,0.938543,0.070633,0.607334,11236.0,97.95,0.006141,194493,11167.0,rep5,Sp#2 (n=2688)
mSp_rep5_203,0.9388139999999999,0.19905,0.729943,39338.0,97.7,0.024836,692928,38361.0,rep5,Sp#2 (n=2688)
mSp_rep5_204,0.936126,0.021405,0.752055,2920.0,97.9,0.126712,52881,2550.0,rep5,Sp#2 (n=2688)
mSp_rep5_205,0.941399,0.19648800000000002,0.5765560000000001,42825.0,97.33,0.001471,786451,42762.0,rep5,Sp#2 (n=2688)
mSp_rep5_206,0.9400729999999999,0.217534,0.671999,46067.0,97.1,0.0057740000000000005,829240,45801.0,rep5,Sp#2 (n=2688)
mSp_rep5_207,0.9419959999999999,0.188584,0.7177060000000001,37507.0,97.33,0.011838,696773,37063.0,rep5,Sp#2 (n=2688)
mSp_rep5_208,0.942074,0.157687,0.744429,27912.0,97.88,0.034609,521366,26946.0,rep5,Sp#2 (n=2688)
mSp_rep5_209,0.9407280000000001,0.22251700000000002,0.673305,46395.0,96.68,0.028322000000000003,859646,45081.0,rep5,Sp#2 (n=2688)
mSp_rep5_210,0.9375600000000001,0.192747,0.70081,39241.0,97.12,0.01715,684414,38568.0,rep5,Sp#2 (n=2688)
mSp_rep5_211,0.939457,0.15811,0.7603300000000001,27494.0,97.96,0.021968,486354,26890.0,rep5,Sp#2 (n=2688)
mSp_rep5_212,0.937551,0.154446,0.743628,27306.0,97.5,0.008496,471630,27074.0,rep5,Sp#2 (n=2688)
mSp_rep5_213,0.94199,0.184382,0.6989449999999999,34512.0,96.45,0.002927,648530,34411.0,rep5,Sp#2 (n=2688)
mSp_rep5_214,0.9438799999999999,0.17415999999999998,0.746754,31272.0,97.67,0.013111000000000001,596643,30862.0,rep5,Sp#2 (n=2688)
mSp_rep5_215,0.9378780000000001,0.209502,0.694008,41506.0,97.09,0.012143000000000001,722050,41002.0,rep5,Sp#2 (n=2688)
mSp_rep5_216,0.008,0.0013449999999999998,0.8387100000000001,7770.0,76.94,0.008065000000000001,232,123.0,rep5,Sp#2 (n=2688)
mSp_rep5_217,0.940363,0.05915499999999999,0.6861119999999999,9051.0,96.46,0.023865,167358,8835.0,rep5,Sp#2 (n=2688)
mSp_rep5_218,0.941077,0.138793,0.693311,25878.0,96.88,0.010859,476079,25597.0,rep5,Sp#2 (n=2688)
mSp_rep5_219,0.9459989999999999,0.158199,0.732691,29494.0,97.76,0.021766999999999998,588902,28852.0,rep5,Sp#2 (n=2688)
mSp_rep5_220,0.941277,0.1732,0.7160529999999999,32948.0,97.17,0.030654,610861,31938.0,rep5,Sp#2 (n=2688)
mSp_rep5_221,0.939876,0.043489,0.6056,7893.0,96.69,0.034968,146504,7617.0,rep5,Sp#2 (n=2688)
mSp_rep5_222,0.943206,0.15826400000000002,0.759201,27959.0,97.65,0.011481,526566,27638.0,rep5,Sp#2 (n=2688)
mSp_rep5_223,0.9444520000000001,0.168934,0.734247,30995.0,97.63,0.020035,598213,30374.0,rep5,Sp#2 (n=2688)
mSp_rep5_224,0.9396700000000001,0.165078,0.736064,30926.0,96.83,0.014551,555572,30476.0,rep5,Sp#2 (n=2688)
mSp_rep5_225,0.932262,0.212218,0.697347,43122.0,97.5,0.010157,681932,42684.0,rep5,Sp#2 (n=2688)
mSp_rep5_226,0.940135,0.205096,0.687286,40342.0,97.02,0.009345000000000001,728782,39965.0,rep5,Sp#2 (n=2688)
mSp_rep5_227,0.942434,0.183678,0.707472,32990.0,97.1,9.1e-05,617107,32987.0,rep5,Sp#2 (n=2688)
mSp_rep5_228,0.940418,0.13359200000000002,0.666875,24746.0,97.48,0.027357999999999997,450818,24069.0,rep5,Sp#2 (n=2688)
mSp_rep5_229,0.9433799999999999,0.15086,0.7368680000000001,26785.0,97.46,0.01736,508297,26320.0,rep5,Sp#2 (n=2688)
mSp_rep5_230,0.9412780000000001,0.19162,0.6986220000000001,36791.0,97.32,0.017341,677589,36153.0,rep5,Sp#2 (n=2688)
mSp_rep5_231,0.943058,0.191248,0.715345,37419.0,96.18,0.00636,714174,37181.0,rep5,Sp#2 (n=2688)
mSp_rep5_232,0.945183,0.17313599999999998,0.7409060000000001,32685.0,97.26,0.028912,647838,31740.0,rep5,Sp#2 (n=2688)
mSp_rep5_233,0.9447770000000001,0.174762,0.748816,31873.0,97.62,0.006055,616301,31680.0,rep5,Sp#2 (n=2688)
mSp_rep5_234,0.941997,0.21323000000000003,0.7042930000000001,43648.0,97.45,0.012097,809279,43120.0,rep5,Sp#2 (n=2688)
mSp_rep5_235,0.9462149999999999,0.204404,0.623933,46041.0,97.03,0.0029760000000000003,918351,45904.0,rep5,Sp#2 (n=2688)
mSp_rep5_236,0.942519,0.159685,0.738847,29588.0,97.15,0.016831,556676,29090.0,rep5,Sp#2 (n=2688)
mSp_rep5_237,0.9446049999999999,0.16706400000000002,0.702469,30375.0,97.4,0.009448999999999999,590589,30088.0,rep5,Sp#2 (n=2688)
mSp_rep5_238,0.945652,0.196078,0.712123,38744.0,97.46,0.002297,760787,38655.0,rep5,Sp#2 (n=2688)
mSp_rep5_239,0.940493,0.09272899999999999,0.7434810000000001,14650.0,97.7,0.044027,267538,14005.0,rep5,Sp#2 (n=2688)
mSp_rep5_240,0.939426,0.113891,0.703584,19223.0,97.2,0.03397,344519,18570.0,rep5,Sp#2 (n=2688)
mSp_rep5_241,0.9424440000000001,0.180335,0.69822,36346.0,96.74,0.015132,689355,35796.0,rep5,Sp#2 (n=2688)
mSp_rep5_242,0.934163,0.061038,0.73828,9002.0,97.03,0.063319,150539,8432.0,rep5,Sp#2 (n=2688)
mSp_rep5_243,0.935565,0.151449,0.748397,26979.0,97.62,0.040291,454716,25892.0,rep5,Sp#2 (n=2688)
mSp_rep5_244,0.9352020000000001,0.200266,0.6999489999999999,43316.0,97.44,0.010620000000000001,718318,42856.0,rep5,Sp#2 (n=2688)
mSp_rep5_245,0.934831,0.173302,0.70492,31849.0,97.31,0.010047,527380,31529.0,rep5,Sp#2 (n=2688)
mSp_rep5_246,0.927067,0.150424,0.607504,29157.0,97.28,0.010426000000000001,432823,28853.0,rep5,Sp#2 (n=2688)
mSp_rep5_247,0.943556,0.202585,0.7081189999999999,40746.0,97.58,0.015413,774739,40118.0,rep5,Sp#2 (n=2688)
mSp_rep5_248,0.9237850000000001,0.088989,0.763622,13214.0,97.41,0.043136,189287,12644.0,rep5,Sp#2 (n=2688)
mSp_rep5_249,0.914954,0.10929200000000001,0.709072,16523.0,97.63,0.014828000000000001,208415,16278.0,rep5,Sp#2 (n=2688)
mSp_rep5_250,0.9291200000000001,0.071465,0.719571,11461.0,97.32,0.068755,179453,10673.0,rep5,Sp#2 (n=2688)
mSp_rep5_251,0.9350620000000001,0.08353200000000001,0.75242,12808.0,96.96,0.06175800000000001,219186,12017.0,rep5,Sp#2 (n=2688)
mSp_rep5_252,0.92022,0.16683299999999998,0.716342,31122.0,97.27,0.018926,423043,30533.0,rep5,Sp#2 (n=2688)
mSp_rep5_253,0.940399,0.176697,0.718698,33432.0,97.17,0.013729,604790,32973.0,rep5,Sp#2 (n=2688)
mSp_rep5_254,0.9384629999999999,0.181654,0.696869,33756.0,97.38,0.00551,591302,33570.0,rep5,Sp#2 (n=2688)
mSp_rep5_255,0.9398709999999999,0.168755,0.735843,31521.0,97.68,0.017195,563779,30979.0,rep5,Sp#2 (n=2688)
mSp_rep5_256,0.935524,0.170317,0.709025,31391.0,97.68,0.016247,522844,30881.0,rep5,Sp#2 (n=2688)
mSp_rep5_257,0.9382940000000001,0.15448499999999998,0.744383,26393.0,97.26,0.017808,465364,25923.0,rep5,Sp#2 (n=2688)
mSp_rep5_258,0.9370209999999999,0.170074,0.687059,37269.0,95.69,0.023183000000000002,654617,36405.0,rep5,Sp#2 (n=2688)
mSp_rep5_259,0.9392309999999999,0.167153,0.730485,30464.0,97.42,0.013819999999999999,539015,30043.0,rep5,Sp#2 (n=2688)
mSp_rep5_260,0.93721,0.15398499999999998,0.756618,26331.0,97.64,0.013937999999999999,450557,25964.0,rep5,Sp#2 (n=2688)
mSp_rep5_261,0.9393459999999999,0.133374,0.766621,21103.0,97.67,0.011752,372774,20855.0,rep5,Sp#2 (n=2688)
mSp_rep5_262,0.944203,0.18826400000000001,0.717391,35351.0,97.79,0.020678,680088,34620.0,rep5,Sp#2 (n=2688)
mSp_rep5_263,0.937149,0.142239,0.7168770000000001,23571.0,97.27,0.020109000000000002,405170,23097.0,rep5,Sp#2 (n=2688)
mSp_rep5_264,0.9382940000000001,0.164438,0.7046020000000001,29225.0,97.46,0.00852,508629,28976.0,rep5,Sp#2 (n=2688)
mSp_rep5_265,0.937207,0.175621,0.685129,32399.0,96.36,0.009445,566672,32093.0,rep5,Sp#2 (n=2688)
mSp_rep5_266,0.935436,0.145313,0.7444930000000001,25285.0,96.74,0.019142,428856,24801.0,rep5,Sp#2 (n=2688)
mSp_rep5_267,0.0,0.00073,0.807143,,72.15,0.014286000000000002,149,69.0,rep5,Sp#2 (n=2688)
mSp_rep5_268,0.94271,0.168729,0.731405,30358.0,97.43,0.024837,575847,29604.0,rep5,Sp#2 (n=2688)
mSp_rep5_269,0.944515,0.184126,0.7109880000000001,35912.0,97.52,0.032106,704717,34759.0,rep5,Sp#2 (n=2688)
mSp_rep5_270,0.9400219999999999,0.192055,0.721964,38263.0,95.93,0.035908999999999996,709934,36889.0,rep5,Sp#2 (n=2688)
mSp_rep5_271,0.9383790000000001,0.081841,0.676004,13565.0,97.45,0.032363,240859,13126.0,rep5,Sp#2 (n=2688)
mSp_rep5_272,0.939765,0.189775,0.725067,36889.0,97.34,0.013744,662964,36382.0,rep5,Sp#2 (n=2688)
mSp_rep5_273,0.938516,0.18419000000000002,0.661794,39334.0,97.26,0.012813,692732,38830.0,rep5,Sp#2 (n=2688)
mSp_rep5_274,0.940474,0.184293,0.729031,35111.0,97.37,0.017573,639380,34494.0,rep5,Sp#2 (n=2688)
mSp_rep5_275,0.938891,0.17954,0.726426,33331.0,97.52,0.016291,588689,32788.0,rep5,Sp#2 (n=2688)
mSp_rep5_276,0.941105,0.213473,0.677543,46476.0,97.19,0.008520999999999999,853139,46080.0,rep5,Sp#2 (n=2688)
mSp_rep5_277,0.9352940000000001,0.159519,0.720846,28187.0,97.58,0.008621,468964,27944.0,rep5,Sp#2 (n=2688)
mSp_rep5_278,0.9376909999999999,0.190992,0.708,37524.0,97.48,0.002878,648198,37416.0,rep5,Sp#2 (n=2688)
mSp_rep5_279,0.937702,0.196167,0.728009,37367.0,96.96,0.009902,651708,36997.0,rep5,Sp#2 (n=2688)
mSp_rep5_280,0.9366270000000001,0.188072,0.719439,36165.0,97.31,0.023863,621383,35302.0,rep5,Sp#2 (n=2688)
mSp_rep5_281,0.93655,0.18324200000000002,0.710205,35708.0,97.29,0.011622,608960,35293.0,rep5,Sp#2 (n=2688)
mSp_rep5_282,0.9367059999999999,0.191159,0.711645,38144.0,96.71,0.017800999999999997,660068,37465.0,rep5,Sp#2 (n=2688)
mSp_rep5_283,0.9379649999999999,0.17439100000000002,0.703961,31636.0,97.55,0.0036030000000000003,548219,31522.0,rep5,Sp#2 (n=2688)
mSp_rep5_284,0.9362799999999999,0.19451500000000002,0.675647,39585.0,97.2,0.018163,677108,38866.0,rep5,Sp#2 (n=2688)
mSp_rep5_285,0.9414129999999999,0.072452,0.7132850000000001,11923.0,97.38,0.0546,226614,11272.0,rep5,Sp#2 (n=2688)
mSp_rep5_286,0.941267,0.054863999999999996,0.648638,9836.0,97.62,0.047580000000000004,183928,9368.0,rep5,Sp#2 (n=2688)
mSp_rep5_287,0.939068,0.16194,0.725946,29184.0,97.59,0.023198,519097,28507.0,rep5,Sp#2 (n=2688)
mSp_rep5_288,0.942948,0.162414,0.7470359999999999,29352.0,97.48,0.021736000000000002,557781,28714.0,rep5,Sp#2 (n=2688)
mSp_rep5_289,0.944092,0.192119,0.679355,37671.0,97.63,0.007141,721359,37402.0,rep5,Sp#2 (n=2688)
mSp_rep5_290,0.9425819999999999,0.186637,0.7198640000000001,36145.0,97.13,0.008743,679900,35829.0,rep5,Sp#2 (n=2688)
mSp_rep5_291,0.946375,0.160621,0.744845,28614.0,97.09,0.007409000000000001,575200,28402.0,rep5,Sp#2 (n=2688)
mSp_rep5_292,0.942052,0.119309,0.733034,18950.0,97.27,0.016253,352479,18642.0,rep5,Sp#2 (n=2688)
mSp_rep5_293,0.9448620000000001,0.176171,0.6454479999999999,38880.0,97.69,0.010494,754584,38472.0,rep5,Sp#2 (n=2688)
mSp_rep5_294,0.9426700000000001,0.030692,0.785676,3756.0,97.25,0.054047000000000005,72076,3553.0,rep5,Sp#2 (n=2688)
mSp_rep5_295,0.944702,0.16732,0.712017,31514.0,97.39,0.014121000000000002,614987,31069.0,rep5,Sp#2 (n=2688)
mSp_rep5_296,0.9427139999999999,0.182576,0.707117,35673.0,97.35,0.018894,671507,34999.0,rep5,Sp#2 (n=2688)
mSp_rep5_297,0.9390930000000001,0.136167,0.696504,24801.0,97.44,0.007298000000000001,435684,24620.0,rep5,Sp#2 (n=2688)
mSp_rep5_298,0.940475,0.16545,0.7383569999999999,31155.0,97.29,0.022725,564717,30447.0,rep5,Sp#2 (n=2688)
mSp_rep5_299,0.944566,0.181142,0.739984,33446.0,97.31,0.018358000000000003,651869,32832.0,rep5,Sp#2 (n=2688)
mSp_rep5_300,0.9374809999999999,0.112008,0.632073,19970.0,97.36,0.029494,346944,19381.0,rep5,Sp#2 (n=2688)
mSp_rep5_301,0.9442950000000001,0.171381,0.7103520000000001,32196.0,97.47,0.015685,624150,31691.0,rep5,Sp#2 (n=2688)
mSp_rep5_302,0.94301,0.110214,0.756537,17898.0,97.77,0.063527,343511,16761.0,rep5,Sp#2 (n=2688)
mSp_rep5_303,0.9438790000000001,0.194528,0.708854,39475.0,97.62,0.00646,750631,39220.0,rep5,Sp#2 (n=2688)
mSp_rep5_304,0.94015,0.111278,0.774921,16532.0,97.47,0.021412999999999998,298640,16178.0,rep5,Sp#2 (n=2688)
mSp_rep5_305,0.941197,0.205429,0.651583,44893.0,96.85,0.005836,826025,44631.0,rep5,Sp#2 (n=2688)
mSp_rep5_306,0.93926,0.179066,0.716071,32892.0,97.24,0.03776,593350,31650.0,rep5,Sp#2 (n=2688)
mSp_rep5_307,0.9438989999999999,0.190416,0.709727,36526.0,97.56,0.014209000000000001,701311,36007.0,rep5,Sp#2 (n=2688)
mSp_rep5_308,0.935923,0.166052,0.73453,30591.0,97.5,0.016966,514568,30072.0,rep5,Sp#2 (n=2688)
mSp_rep5_309,0.942213,0.089437,0.759305,13648.0,97.74,0.0466,258980,13012.0,rep5,Sp#2 (n=2688)
mSp_rep5_310,0.9433370000000001,0.185356,0.7197140000000001,36609.0,97.49,0.0076760000000000005,696188,36328.0,rep5,Sp#2 (n=2688)
mSp_rep5_311,0.937574,0.169472,0.7283810000000001,30679.0,97.36,0.014668,528673,30229.0,rep5,Sp#2 (n=2688)
mSp_rep5_312,0.941321,0.163477,0.690908,32073.0,97.51,0.013094999999999999,585972,31653.0,rep5,Sp#2 (n=2688)
mSp_rep5_313,0.9413549999999999,0.223977,0.678351,46002.0,96.86,0.006673999999999999,849150,45695.0,rep5,Sp#2 (n=2688)
mSp_rep5_314,0.9440040000000001,0.19171,0.7165239999999999,37527.0,97.22,0.008394,721658,37212.0,rep5,Sp#2 (n=2688)
mSp_rep5_315,0.9460639999999999,0.183844,0.736247,34138.0,97.29,0.005448,678784,33952.0,rep5,Sp#2 (n=2688)
mSp_rep5_316,0.941041,0.15600899999999998,0.7123729999999999,30849.0,97.31,0.012545,564677,30462.0,rep5,Sp#2 (n=2688)
mSp_rep5_317,0.9436049999999999,0.184498,0.692017,35010.0,97.29,0.003256,665406,34896.0,rep5,Sp#2 (n=2688)
mSp_rep5_318,0.9406479999999999,0.165399,0.763351,29136.0,97.44,0.016886,528166,28644.0,rep5,Sp#2 (n=2688)
mSp_rep5_319,0.939628,0.199933,0.691872,40527.0,97.31,0.009327,722981,40149.0,rep5,Sp#2 (n=2688)
mSp_rep5_320,0.9415370000000001,0.174609,0.749292,32494.0,96.13,0.021327000000000002,610425,31801.0,rep5,Sp#2 (n=2688)
mSp_rep5_321,0.925501,0.100851,0.747454,15221.0,97.04,0.014388,221213,15002.0,rep5,Sp#2 (n=2688)
mSp_rep5_322,0.930847,0.149258,0.745885,25579.0,97.22,0.032097,404527,24758.0,rep5,Sp#2 (n=2688)
mSp_rep5_323,0.9385889999999999,0.095804,0.716353,15581.0,97.59,0.059881,280951,14648.0,rep5,Sp#2 (n=2688)
mSp_rep5_324,0.935478,0.180616,0.731499,34553.0,97.52,0.0347,581246,33354.0,rep5,Sp#2 (n=2688)
mSp_rep5_325,0.936423,0.19778099999999998,0.6846439999999999,40746.0,96.25,0.0094,701057,40363.0,rep5,Sp#2 (n=2688)
mSp_rep5_326,0.9403799999999999,0.174493,0.74632,32137.0,97.41,0.040326999999999995,586899,30841.0,rep5,Sp#2 (n=2688)
mSp_rep5_327,0.936185,0.178618,0.730038,34540.0,97.81,0.018906,581806,33887.0,rep5,Sp#2 (n=2688)
mSp_rep5_328,0.9383459999999999,0.182179,0.720148,34947.0,97.19,0.024551,616453,34089.0,rep5,Sp#2 (n=2688)
mSp_rep5_329,0.937018,0.069685,0.764536,9373.0,97.85,0.047689999999999996,161994,8926.0,rep5,Sp#2 (n=2688)
mSp_rep5_330,0.936024,0.201765,0.681638,40322.0,97.45,0.003274,674667,40190.0,rep5,Sp#2 (n=2688)
mSp_rep5_331,0.9367049999999999,0.212781,0.691149,42901.0,97.13,0.008718,731802,42527.0,rep5,Sp#2 (n=2688)
mSp_rep5_332,0.932873,0.16609000000000002,0.730666,30969.0,97.75,0.02622,499361,30157.0,rep5,Sp#2 (n=2688)
mSp_rep5_333,0.939011,0.087413,0.74742,14633.0,97.52,0.061778,266687,13729.0,rep5,Sp#2 (n=2688)
mSp_rep5_334,0.9410270000000001,0.181705,0.6651739999999999,37082.0,97.24,0.00507,675007,36894.0,rep5,Sp#2 (n=2688)
mSp_rep5_335,0.9371879999999999,0.193055,0.6852739999999999,38381.0,97.66,0.017352,656931,37715.0,rep5,Sp#2 (n=2688)
mSp_rep5_336,0.9419780000000001,0.174327,0.693563,34162.0,97.63,0.0033079999999999997,628616,34049.0,rep5,Sp#2 (n=2688)
mSp_rep5_337,0.942182,0.210015,0.696733,43648.0,97.25,0.01574,813552,42961.0,rep5,Sp#2 (n=2688)
mSp_rep5_338,0.938039,0.081085,0.736211,11585.0,97.1,0.024946,203509,11296.0,rep5,Sp#2 (n=2688)
mSp_rep5_339,0.945519,0.17483900000000002,0.721909,32635.0,96.07,0.016791999999999998,656701,32087.0,rep5,Sp#2 (n=2688)
mSp_rep5_340,0.9413090000000001,0.200971,0.693155,40615.0,97.12,0.008347,746912,40276.0,rep5,Sp#2 (n=2688)
mSp_rep5_341,0.9409420000000001,0.236736,0.6475569999999999,54213.0,97.17,0.015125999999999999,994684,53393.0,rep5,Sp#2 (n=2688)
mSp_rep5_342,0.940846,0.222978,0.644629,49914.0,97.18,0.00595,906920,49617.0,rep5,Sp#2 (n=2688)
mSp_rep5_343,0.942825,0.10325899999999999,0.748991,16111.0,97.77,0.041214,306281,15447.0,rep5,Sp#2 (n=2688)
mSp_rep5_344,0.93211,0.17011199999999999,0.746739,29975.0,97.43,0.009608,473834,29687.0,rep5,Sp#2 (n=2688)
mSp_rep5_345,0.93081,0.101478,0.7400100000000001,16016.0,97.05,0.030095,253702,15534.0,rep5,Sp#2 (n=2688)
mSp_rep5_346,0.9413809999999999,0.200382,0.6987770000000001,40387.0,97.18,0.009533,742638,40002.0,rep5,Sp#2 (n=2688)
mSp_rep5_347,0.939709,0.069749,0.746642,10126.0,97.49,0.05076,183801,9612.0,rep5,Sp#2 (n=2688)
mSp_rep5_348,0.9380120000000001,0.187675,0.732532,35135.0,96.93,0.01554,613273,34589.0,rep5,Sp#2 (n=2688)
mSp_rep5_349,0.9399299999999999,0.20111199999999999,0.702354,42475.0,97.53,0.041766000000000005,770438,40701.0,rep5,Sp#2 (n=2688)
mSp_rep5_350,0.9392010000000001,0.19498900000000002,0.701122,38146.0,97.02,0.00312,672593,38027.0,rep5,Sp#2 (n=2688)
mSp_rep5_351,0.940787,0.20806799999999998,0.6878479999999999,43088.0,97.57,0.01432,777471,42471.0,rep5,Sp#2 (n=2688)
mSp_rep5_352,0.937002,0.182666,0.732626,35729.0,97.09,0.011587,611583,35315.0,rep5,Sp#2 (n=2688)
mSp_rep5_353,0.933308,0.179912,0.7199979999999999,35014.0,97.38,0.013652000000000001,563913,34536.0,rep5,Sp#2 (n=2688)
mSp_rep5_354,0.934983,0.153678,0.724542,26995.0,97.45,0.011039,445376,26697.0,rep5,Sp#2 (n=2688)
mSp_rep5_355,0.937564,0.055018,0.668795,9633.0,97.3,0.079415,173355,8868.0,rep5,Sp#2 (n=2688)
mSp_rep5_356,0.937415,0.187841,0.713372,35956.0,97.59,0.017466,615680,35328.0,rep5,Sp#2 (n=2688)
mSp_rep5_357,0.940664,0.09693099999999999,0.772184,13974.0,97.92,0.026692,252655,13601.0,rep5,Sp#2 (n=2688)
mSp_rep5_358,0.944716,0.173674,0.7411810000000001,31920.0,97.63,0.020175,621931,31276.0,rep5,Sp#2 (n=2688)
mSp_rep5_359,0.938997,0.181001,0.707337,33067.0,96.89,0.007228,586681,32828.0,rep5,Sp#2 (n=2688)
mSp_rep5_360,0.939634,0.170061,0.716288,30679.0,97.41,0.004661,546653,30536.0,rep5,Sp#2 (n=2688)
mSp_rep5_361,0.941328,0.072323,0.650853,12373.0,96.81,0.03249,233433,11971.0,rep5,Sp#2 (n=2688)
mSp_rep5_362,0.9433809999999999,0.173789,0.7407050000000001,31200.0,97.36,0.022244,595906,30506.0,rep5,Sp#2 (n=2688)
mSp_rep5_363,0.9460959999999999,0.177516,0.725701,32532.0,96.83,0.007347,653311,32293.0,rep5,Sp#2 (n=2688)
mSp_rep5_364,0.9405370000000001,0.181897,0.71553,35299.0,96.88,0.017678,645588,34675.0,rep5,Sp#2 (n=2688)
mSp_rep5_365,0.94171,0.070966,0.672721,12801.0,97.3,0.00375,236347,12753.0,rep5,Sp#2 (n=2688)
mSp_rep5_366,0.942082,0.205301,0.6797310000000001,41334.0,97.21,0.019887000000000002,777391,40512.0,rep5,Sp#2 (n=2688)
mSp_rep5_367,0.943091,0.058655,0.7650560000000001,7987.0,97.38,0.049581,154862,7591.0,rep5,Sp#2 (n=2688)
mSp_rep5_368,0.942783,0.187623,0.707491,35416.0,97.34,0.0008470000000000001,662877,35386.0,rep5,Sp#2 (n=2688)
mSp_rep5_369,0.938933,0.173046,0.697654,31626.0,97.02,0.001771,555750,31570.0,rep5,Sp#2 (n=2688)
mSp_rep5_370,0.9413159999999999,0.149591,0.736598,26209.0,96.81,0.006753,482092,26032.0,rep5,Sp#2 (n=2688)
mSp_rep5_371,0.94419,0.104719,0.70685,16964.0,97.4,0.03926,332112,16298.0,rep5,Sp#2 (n=2688)
mSp_rep5_372,0.9403090000000001,0.221133,0.666512,47522.0,97.33,0.00606,854433,47234.0,rep5,Sp#2 (n=2688)
