cell	sequencing_depth
SRR1780546	1781
SRR1780547	97
SRR1780548	2491
SRR1780549	52
SRR1780550	74344
SRR1780551	34
SRR1780552	57525
SRR1780553	69
SRR1780554	3096
SRR1780555	73
SRR1780556	116756
SRR1780557	47
SRR1780558	49646
SRR1780559	39
SRR1780560	188451
SRR1780561	71
SRR1780562	72521
SRR1780563	81
SRR1780564	56582
SRR1780565	119
SRR1780566	29217
SRR1780567	115
SRR1780568	50567
SRR1780569	184
SRR1780570	154498
SRR1780571	592
SRR1780572	38270
SRR1780573	384
SRR1780574	93247
SRR1780575	59383
SRR1780576	2879
SRR1780577	291979
SRR1780578	28272
SRR1780579	197576
SRR1780580	16061
SRR1780581	599750
SRR1780582	42285
SRR1780583	573306
SRR1780584	55021
SRR1780585	296888
SRR1780586	11504
SRR1780587	42787
SRR1780588	1838
SRR1780589	793120
SRR1780590	28090
SRR1780591	43047
SRR1780592	2394
SRR1780593	851820
SRR1780594	64064
SRR1780595	906165
SRR1780596	86228
SRR1780597	625354
SRR1780598	88619
SRR1780599	62058
SRR1780600	3490
SRR1780601	549675
SRR1780602	99335
SRR1780603	868504
SRR1780604	74468
SRR1780605	40215
SRR1780606	2961
SRR1780607	93726
SRR1780608	7260
SRR1780609	72525
SRR1780610	2861
SRR1780611	47359
SRR1780612	3188
SRR1780613	1028239
SRR1780614	79958
SRR1780615	550958
SRR1780616	61806
SRR1780617	712028
SRR1780618	99769
SRR1780619	142
SRR1780620	104693
SRR1780621	90
SRR1780622	25146
SRR1780623	58
SRR1780624	165925
SRR1780625	95
SRR1780626	44239
SRR1780627	89
SRR1780628	89383
SRR1780629	48
SRR1780630	43661
SRR1780631	74
SRR1780632	43213
SRR1780633	159157
SRR1780634	46941
SRR1780635	479976
SRR1780636	52865
SRR1780637	980046
SRR1780638	113645
SRR1780639	416255
SRR1780640	51689
SRR1780641	649798
SRR1780642	50720
SRR1780643	104
SRR1780644	97575
SRR1780645	76
SRR1780646	68391
SRR1780647	37
SRR1780648	103325
SRR1780649	81
SRR1780650	20235
SRR1780651	75
SRR1780652	59176
SRR1780653	30
SRR1780654	63141
SRR1780655	64
SRR1780656	27582
SRR1780657	82
SRR1780658	2671
SRR1780659	46667
SRR1780660	2600
SRR1780661	35152
SRR1780662	1861
SRR1780663	394629
SRR1780664	44144
SRR1780665	1060405
SRR1780666	130090
SRR1780667	430
SRR1780668	77691
SRR1780669	382
SRR1780670	143654
SRR1780671	116
SRR1780672	74087
SRR1780673	356
SRR1780674	50342
SRR1780675	436
SRR1780676	93642
SRR1780677	85
